User Name,Slack Integration,Most Used Page,Had Free Trial,User MRR,Weekly Logins,Company Name,Industry,Company Size,Territory,Sales Call in Trial,Zendesk Integration,Salesforce Integration,Gmail Integration,Most common referrer,Most common IP,Sales Touches to Close,Used Admin Panel,Has Issued Support Request
Susan Stephenson,Yes,/tool/storyboard,Yes,169,13,One Legal,Legal Services,<$100M,East,Yes,Yes,No,No,/mail.google.com,142.93.8.33,15,Yes,Yes
Angla Carden,No,/tool/storyboard,No,169,5,One Legal,Legal Services,<$100M,East,Yes,No,No,Yes,/quora,102.129.249.120,13,Yes,Yes
Gloria Rosier,No,/tool/storyboard,No,39,7,One Legal,Legal Services,<$100M,East,Yes,Yes,No,Yes,/mail.google.com,192.200.200.99,4,No,Yes
Laura Lain,Yes,/tool/storyboard,Yes,39,10,One Legal,Legal Services,<$100M,East,No,Yes,No,Yes,/slack.com,191.96.42.80,8,No,Yes
Barbara Randolph,No,/tool/storyboard,No,169,7,One Legal,Legal Services,<$100M,East,Yes,No,No,Yes,/tripadvisor.com,67.205.132.241,5,Yes,No
John Dykstra,No,/tool/storyboard,No,169,5,One Legal,Legal Services,<$100M,East,Yes,Yes,No,Yes,/mail.google.com,192.200.200.99,13,No,Yes
Sharon Aquilina,No,/tool/storyboard,No,39,6,One Legal,Legal Services,<$100M,East,No,Yes,No,No,/tripadvisor.com,191.96.42.80,14,Yes,Yes
Lawrence Plagmann,No,/tool/storyboard,No,39,4,One Legal,Legal Services,<$100M,East,No,No,Yes,Yes,/slack.com,134.209.44.228,8,No,Yes
Maurice Voigt,No,/tool/storyboard,No,39,6,One Legal,Legal Services,<$100M,East,No,Yes,No,No,/quora,34.87.141.207,15,Yes,Yes
Melinda Smith,Yes,/tool/storyboard,Yes,169,13,One Legal,Legal Services,<$100M,East,No,Yes,No,Yes,/tripadvisor.com,142.93.8.33,10,No,No
Tiffany Taylor,No,/tool/storyboard,No,39,6,One Legal,Legal Services,<$100M,East,No,No,No,Yes,/tripadvisor.com,159.203.166.41,16,No,Yes
George Matthews,Yes,/tool/storyboard,Yes,39,10,One Legal,Legal Services,<$100M,East,No,No,Yes,No,/mail.google.com,138.68.240.218,16,No,No
William Lockett,No,/tool/storyboard,No,169,3,One Legal,Legal Services,<$100M,East,No,No,No,No,/quora,142.93.8.33,16,No,Yes
Brian Bilodeau,No,/tool/storyboard,No,39,5,One Legal,Legal Services,<$100M,East,Yes,Yes,Yes,Yes,/facebook.com,34.87.141.207,14,No,No
Curtis Vanderford,No,/tool/storyboard,No,169,6,One Legal,Legal Services,<$100M,East,Yes,Yes,No,Yes,zoom.com,192.200.200.99,15,Yes,No
Wendy Green,Yes,/tool/storyboard,Yes,39,10,One Legal,Legal Services,<$100M,East,No,Yes,Yes,Yes,/slack.com,138.197.222.35,7,Yes,No
Casimira Anders,Yes,/tool/storyboard,Yes,169,13,One Legal,Legal Services,<$100M,East,No,No,No,Yes,/mail.google.com,67.205.132.241,8,No,No
Shari Moore,Yes,/tool/storyboard,Yes,39,10,One Legal,Legal Services,<$100M,East,Yes,Yes,No,No,/quora,192.200.200.99,10,No,No
Larry Searles,Yes,/tool/storyboard,Yes,39,13,One Legal,Legal Services,<$100M,East,No,No,No,No,/tripadvisor.com,192.200.200.99,7,No,No
Paul Elliott,Yes,/tool/storyboard,Yes,169,15,One Legal,Legal Services,<$100M,East,No,No,No,Yes,zoom.com,162.243.108.161,8,No,Yes
Jeffery Schnader,Yes,/tool/storyboard,Yes,39,11,One Legal,Legal Services,<$100M,East,No,Yes,No,Yes,/tripadvisor.com,142.93.8.33,15,No,No
Gretchen Kennedy,No,/login,No,39,3,One Legal,Legal Services,<$100M,East,No,Yes,Yes,No,/mail.google.com,174.138.54.49,8,No,Yes
Kimberly Weimar,No,/tool/storyboard,No,39,7,One Legal,Legal Services,<$100M,East,Yes,Yes,No,Yes,/google.com,165.227.215.62,6,Yes,Yes
Frank Chavez,No,/tool/storyboard,No,169,6,One Legal,Legal Services,<$100M,East,No,Yes,No,No,hotels.com,67.205.132.241,9,No,Yes
Elias Perez,Yes,/tool/storyboard,Yes,39,11,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,Yes,/mail.google.com,192.200.200.99,14,No,Yes
Justin Ghaemmaghami,No,/tool/storyboard,No,169,5,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,No,Yes,/mail.google.com,191.96.42.80,7,No,Yes
Michelle English,Yes,/tool/storyboard,Yes,169,6,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,Yes,No,hotels.com,142.93.8.33,7,Yes,No
Alan Collins,No,/tool/storyboard,No,1299,4,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,Yes,/quora,162.243.108.161,11,Yes,No
Donna Rouse,Yes,/tool/storyboard,Yes,169,13,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,Yes,Yes,hotels.com,174.138.54.49,6,No,No
Joyce Winegar,No,/tool/storyboard,No,169,2,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,No,Yes,hotels.com,102.129.249.120,7,No,Yes
Anna Ward,No,/tool/storyboard,No,1299,4,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,No,Yes,zoom.com,192.200.200.99,13,Yes,No
Morris Shouse,No,/tool/storyboard,No,39,5,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,No,/google.com,138.68.240.218,5,Yes,No
David Nalepa,No,/tool/storyboard,No,169,2,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,Yes,Yes,/tripadvisor.com,72.35.40.34,14,Yes,No
Gwen Briones,Yes,/tool/storyboard,Yes,39,8,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,Yes,No,/quora,138.197.222.35,5,Yes,No
Catherine Simoneaux,Yes,/tool/storyboard,Yes,39,13,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,Yes,/tripadvisor.com,102.129.249.120,15,No,Yes
Robert Mendez,No,/tool/storyboard,No,169,5,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,Yes,Yes,/slack.com,67.205.132.241,15,No,Yes
Kelli Juett,No,/tool/storyboard,Yes,39,15,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,No,Yes,/tripadvisor.com,138.68.240.218,15,No,Yes
Gary Jackson,No,/tool/storyboard,No,1299,6,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,Yes,hotels.com,142.93.8.33,7,Yes,Yes
Brigid Watson,No,/tool/storyboard,Yes,39,17,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,Yes,hotels.com,192.200.200.99,14,Yes,Yes
Kathy Mayer,No,/tool/storyboard,No,39,5,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,No,Yes,/google.com,159.203.166.41,12,Yes,Yes
Denise Redfern,No,/tool/storyboard,Yes,39,15,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,Yes,zoom.com,138.68.240.218,8,No,No
Mary Rangel,No,/tool/storyboard,No,169,2,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,Yes,/facebook.com,102.129.249.120,4,No,No
Jean Wren,Yes,/login,Yes,39,11,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,No,No,/google.com,102.129.249.120,15,No,Yes
Phil Jarosz,No,/tool/storyboard,No,169,6,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,No,Yes,hotels.com,162.243.108.161,13,No,No
Jeremy Tillman,No,/tool/search,No,39,4,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,Yes,/quora,34.87.141.207,10,Yes,No
Dora Wright,No,/tool/build_query,No,39,3,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,Yes,No,hotels.com,34.87.141.207,12,No,No
Ronnie Wilson,No,/tool/storyboard,Yes,169,13,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,No,Yes,/mail.google.com,162.243.108.141,13,Yes,Yes
Pearl Kimmerle,No,/home,No,169,1,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,Yes,zoom.com,142.93.8.33,13,Yes,No
Maurice Fitzpatrick,No,/tool/storyboard,No,169,4,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,Yes,/mail.google.com,191.96.42.80,10,No,Yes
James Olsen,No,/tool/storyboard,No,169,3,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,Yes,/slack.com,102.129.249.120,13,No,Yes
Robin Bowman,No,/tool/storyboard,Yes,169,5,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,Yes,No,/slack.com,138.197.222.35,7,Yes,No
Bethany Till,No,/tool/storyboard,No,39,4,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,Yes,No,hotels.com,162.243.108.161,4,Yes,No
Perry Bryan,No,/home,No,1299,3,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,No,Yes,/slack.com,102.129.249.120,5,Yes,No
Nancy Green,No,/dashboard,No,169,1,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,No,/slack.com,138.68.240.218,10,No,Yes
Sherry Castillo,No,/tool/storyboard,No,39,2,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,Yes,/quora,192.200.200.99,7,Yes,No
Norman Gaston,Yes,/tool/storyboard,Yes,39,6,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,No,No,zoom.com,162.243.107.120,10,No,Yes
Darrin Rachal,Yes,/tool/storyboard,Yes,169,12,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,No,Yes,/slack.com,192.200.200.99,7,Yes,Yes
Linda Long,Yes,/tool/storyboard,Yes,169,14,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,No,/google.com,102.129.249.120,5,No,No
Anna Hemmen,No,/tool/storyboard,No,1299,3,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,No,zoom.com,174.138.54.49,10,Yes,No
Kristi Langley,No,/tool/search,No,39,3,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,No,/quora,138.68.41.90,9,No,No
Gail Joyce,No,/tool/storyboard,No,39,6,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,No,/tripadvisor.com,159.203.166.41,11,No,No
Jonathan Wass,No,/tool/storyboard,No,39,3,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,No,/google.com,138.197.222.35,5,No,Yes
Betty Middleton,No,/tool/storyboard,No,1299,5,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,No,/google.com,192.200.200.99,11,No,No
Naomi Cavazos,No,/home,No,169,1,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,Yes,No,zoom.com,72.35.40.34,11,No,No
Kimberly Stewart,No,/tool/storyboard,No,39,5,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,No,Yes,/mail.google.com,34.87.141.207,15,No,No
Latia Elkins,No,/tool/storyboard,No,169,7,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,No,/facebook.com,162.243.108.161,9,No,Yes
John Cushman,No,/tool/storyboard,No,169,7,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,Yes,/tripadvisor.com,34.87.141.207,6,No,Yes
Regina Nurse,No,/tool/storyboard,Yes,1299,15,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,Yes,hotels.com,192.200.200.99,10,No,No
Hazel Rashid,No,/tool/storyboard,Yes,39,9,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,No,/quora,162.243.108.161,16,No,No
Doris Gross,No,/tool/storyboard,No,39,4,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,Yes,/quora,162.243.108.141,16,Yes,Yes
Rita Miller,No,/tool/storyboard,No,169,4,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,No,Yes,/google.com,138.68.240.218,16,No,No
Bonnie Patterson,Yes,/tool/storyboard,Yes,169,14,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,No,Yes,hotels.com,34.87.141.207,13,Yes,No
Bernadine Barr,No,/tool/storyboard,No,39,5,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,Yes,Yes,hotels.com,138.68.41.90,4,No,No
Kristin Brown,No,/tool/build_query,No,169,1,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,No,Yes,/quora,192.200.200.99,10,No,No
Ann Renick,Yes,/tool/storyboard,Yes,39,11,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,Yes,/mail.google.com,142.93.8.33,5,No,No
Kristen Jordan,Yes,/home,Yes,1299,9,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,No,hotels.com,138.68.41.90,8,No,No
Theresa Allen,No,/tool/storyboard,No,1299,5,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,Yes,Yes,hotels.com,142.93.8.33,13,No,Yes
Scott Young,Yes,/tool/storyboard,Yes,169,11,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,Yes,/tripadvisor.com,162.243.108.129,11,Yes,Yes
James Porter,No,/tool/storyboard,No,169,6,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,No,/facebook.com,162.243.108.161,12,Yes,Yes
Kimberly Lincoln,No,/login,No,169,3,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,No,Yes,hotels.com,162.243.108.141,15,No,Yes
Joshua Adams,Yes,/tool/search,Yes,169,12,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,No,hotels.com,174.138.54.49,13,No,No
Mario Sanabria,No,/tool/storyboard,No,169,7,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,Yes,zoom.com,142.93.8.33,15,No,No
Mary White,No,/tool/storyboard,No,39,4,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,No,/tripadvisor.com,174.138.54.49,10,No,Yes
William Stjohn,No,/tool/storyboard,No,1299,4,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,No,/google.com,67.205.132.241,6,Yes,Yes
Kevin Messer,No,/tool/storyboard,No,39,3,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,No,Yes,/mail.google.com,198.199.120.102,15,Yes,Yes
Genaro Johnson,Yes,/tool/storyboard,Yes,169,9,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,Yes,No,/mail.google.com,138.68.41.90,5,Yes,No
Cody Tyus,No,/tool/storyboard,No,169,5,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,Yes,/slack.com,102.129.249.120,7,Yes,Yes
Sabrina Bowman,Yes,/tool/storyboard,Yes,39,14,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,No,Yes,zoom.com,138.197.222.35,14,Yes,Yes
Gil Moore,No,/tool/storyboard,No,169,7,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,Yes,Yes,/quora,138.197.222.35,5,No,Yes
Tracy Waite,No,/tool/storyboard,No,39,4,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,Yes,No,zoom.com,34.87.141.207,6,No,No
Blake May,No,/tool/storyboard,No,169,4,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,No,No,/slack.com,162.243.107.120,10,No,No
Paul Black,Yes,/tool/storyboard,Yes,39,7,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,No,No,/tripadvisor.com,162.243.108.161,14,No,Yes
Paul Carroll,No,/tool/storyboard,No,169,4,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,No,Yes,/mail.google.com,162.243.108.161,15,Yes,No
Philip Salcido,No,/tool/storyboard,Yes,169,8,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,Yes,Yes,/mail.google.com,138.68.41.90,14,Yes,Yes
Leslie Mchugh,Yes,/tool/storyboard,Yes,169,16,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,No,/facebook.com,134.209.44.228,4,Yes,Yes
James Riley,No,/home,No,1299,0,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,No,/quora,72.35.40.34,14,Yes,No
Zachary Dreessen,Yes,/tool/storyboard,Yes,39,5,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,Yes,No,/slack.com,192.200.200.99,5,Yes,Yes
Eugene Castaneda,No,/tool/storyboard,No,169,5,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,No,No,hotels.com,67.205.132.241,4,No,No
Helen Davis,No,/tool/storyboard,No,169,4,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,Yes,No,/tripadvisor.com,102.129.249.120,12,Yes,No
Jason Jones,No,/tool/storyboard,No,39,5,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,Yes,Yes,/tripadvisor.com,45.55.9.218,13,Yes,No
Clayton Barnes,No,/home,No,39,0,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,No,/facebook.com,174.138.54.49,8,No,No
Patricia Gould,No,/tool/storyboard,No,1299,5,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,Yes,Yes,/quora,138.197.222.35,12,Yes,Yes
Robert Kaba,No,/tool/storyboard,No,39,3,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,No,hotels.com,162.243.108.161,6,Yes,Yes
Willa Tracey,Yes,/tool/storyboard,Yes,39,10,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,No,/mail.google.com,165.227.215.62,16,No,Yes
Peggy Adkins,No,/tool/storyboard,No,39,2,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,No,Yes,/mail.google.com,159.203.166.41,10,No,No
Roland Grimaud,No,/tool/search,No,169,0,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,Yes,Yes,/tripadvisor.com,72.35.40.34,11,Yes,No
Stanley Bailey,No,/tool/storyboard,No,39,5,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,No,/mail.google.com,162.243.108.141,12,No,Yes
Matthew Granger,No,/tool/storyboard,Yes,39,6,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,Yes,No,hotels.com,162.243.108.161,6,No,No
Edith Nelson,Yes,/tool/storyboard,Yes,39,14,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,Yes,Yes,hotels.com,192.200.200.99,13,No,No
Sammy Seefeldt,No,/tool/storyboard,No,169,4,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,Yes,hotels.com,138.197.222.35,12,No,Yes
Amy Bryant,No,/tool/storyboard,No,169,7,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,No,Yes,/mail.google.com,34.87.141.207,11,No,No
Chris Armstrong,No,/tool/storyboard,No,39,5,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,Yes,/google.com,34.87.141.207,11,Yes,No
Gary Pond,No,/tool/storyboard,No,169,7,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,Yes,/mail.google.com,162.243.108.161,10,No,Yes
Kimberly Natali,No,/tool/storyboard,No,169,3,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,No,No,/tripadvisor.com,162.243.108.129,15,No,No
Arthur Brown,Yes,/tool/search,Yes,39,8,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,No,/slack.com,191.96.42.80,13,No,No
Michele Simms,Yes,/login,Yes,169,13,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,No,No,/quora,159.203.166.41,6,No,Yes
Darren Petty,No,/tool/storyboard,No,39,4,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,Yes,Yes,zoom.com,45.55.9.218,4,Yes,No
Mary Seymore,No,/tool/storyboard,Yes,39,6,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,Yes,Yes,zoom.com,191.96.42.80,10,Yes,Yes
Shirley Gaston,No,/tool/storyboard,No,39,3,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,Yes,/slack.com,142.93.8.33,6,No,No
Lila Sturkie,No,/tool/storyboard,No,39,4,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,No,Yes,/facebook.com,192.200.200.99,10,No,No
David Arena,Yes,/tool/storyboard,Yes,39,8,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,Yes,hotels.com,192.200.200.99,13,No,Yes
Mary Harris,No,/tool/storyboard,No,39,5,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,No,No,/tripadvisor.com,162.243.107.120,8,No,Yes
Rhonda Salazar,No,/tool/storyboard,No,169,4,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,Yes,No,/facebook.com,174.138.54.49,10,No,Yes
Jeremy Terry,No,/tool/storyboard,No,169,7,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,Yes,Yes,/slack.com,134.209.44.228,12,No,No
Josh Eggleston,No,/tool/storyboard,Yes,169,14,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,Yes,zoom.com,134.209.44.228,12,Yes,No
Vanessa Koth,Yes,/login,Yes,1299,2,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,Yes,No,/mail.google.com,162.243.107.120,7,Yes,Yes
Jessica Lee,No,/tool/storyboard,No,169,5,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,Yes,No,zoom.com,34.87.141.207,6,No,Yes
Marsha Delacruz,Yes,/tool/storyboard,Yes,1299,5,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,Yes,Yes,/tripadvisor.com,191.96.42.80,12,Yes,Yes
Crystal Davis,Yes,/tool/storyboard,Yes,39,13,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,Yes,Yes,zoom.com,159.203.166.41,10,Yes,Yes
Heather Dunn,Yes,/tool/storyboard,Yes,39,15,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,No,/facebook.com,165.227.215.62,5,No,Yes
Jimmy Powell,No,/tool/storyboard,No,169,4,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,No,Yes,/facebook.com,138.68.41.90,7,No,Yes
Doris Sullivan,No,/tool/storyboard,No,39,5,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,No,Yes,/mail.google.com,162.243.108.161,15,No,Yes
Dennis Farley,No,/tool/storyboard,No,39,3,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,Yes,/facebook.com,72.35.40.34,4,Yes,No
Jess Zahner,No,/tool/build_query,No,39,2,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,No,Yes,/tripadvisor.com,138.197.222.35,4,No,Yes
Amelia Armstrong,No,/tool/storyboard,No,39,3,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,No,No,hotels.com,162.243.108.129,10,No,Yes
Robert Okura,No,/tool/storyboard,Yes,169,11,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,Yes,Yes,/slack.com,165.227.215.62,7,No,Yes
Bobby Quincy,No,/tool/storyboard,No,39,6,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,Yes,No,zoom.com,138.68.240.218,7,Yes,No
Carmen Loggains,No,/home,No,169,2,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,Yes,/facebook.com,138.197.222.35,5,No,No
Bradley Mccool,No,/tool/storyboard,Yes,169,15,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,No,/google.com,67.205.132.241,16,No,Yes
Steve Brower,No,/tool/search,No,169,1,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,No,No,/google.com,102.129.249.120,11,No,No
Esther Gallman,No,/tool/storyboard,No,39,7,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,Yes,hotels.com,67.205.132.241,12,Yes,Yes
Guillermo Wagner,No,/tool/storyboard,No,1299,4,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,No,/facebook.com,102.129.249.120,8,No,Yes
Mark Richards,No,/tool/storyboard,No,1299,3,SpaceX,Technology,$1B - $10B,West,Yes,No,No,Yes,/google.com,138.68.240.218,9,No,Yes
David Baptiste,No,/tool/storyboard,No,39,7,SpaceX,Technology,$1B - $10B,West,No,No,No,Yes,/quora,162.243.108.129,13,Yes,Yes
Warren Goldberg,No,/tool/storyboard,No,1299,3,SpaceX,Technology,$1B - $10B,West,Yes,Yes,No,Yes,/mail.google.com,159.203.166.41,13,Yes,Yes
Jacquelyn Duncan,No,/tool/storyboard,No,1299,5,SpaceX,Technology,$1B - $10B,West,Yes,No,No,No,/mail.google.com,159.203.166.41,14,No,No
Jill Merkl,No,/tool/storyboard,No,169,4,SpaceX,Technology,$1B - $10B,West,No,Yes,Yes,Yes,/mail.google.com,67.205.132.241,5,Yes,Yes
Linda Trejo,No,/tool/storyboard,No,39,6,SpaceX,Technology,$1B - $10B,West,No,No,Yes,No,/mail.google.com,165.227.215.62,7,Yes,Yes
Jorge Smith,No,/tool/storyboard,No,169,3,SpaceX,Technology,$1B - $10B,West,Yes,Yes,Yes,No,/quora,138.197.222.35,11,Yes,No
Nancy Lamus,No,/tool/storyboard,No,39,4,SpaceX,Technology,$1B - $10B,West,No,No,Yes,Yes,/mail.google.com,191.96.42.80,12,Yes,Yes
Henry Rohn,No,/tool/storyboard,No,39,2,SpaceX,Technology,$1B - $10B,West,Yes,No,Yes,No,/slack.com,162.243.108.129,7,Yes,No
Thomas Miranda,No,/tool/build_query,No,39,4,SpaceX,Technology,$1B - $10B,West,No,No,No,No,/mail.google.com,45.55.9.218,11,Yes,Yes
Betty Mejia,No,/tool/storyboard,No,1299,2,SpaceX,Technology,$1B - $10B,West,No,Yes,Yes,No,/facebook.com,34.87.141.207,6,No,No
Charles Ganong,No,/tool/storyboard,No,169,7,SpaceX,Technology,$1B - $10B,West,No,No,Yes,Yes,zoom.com,159.203.166.41,8,Yes,No
Terri Russo,Yes,/tool/storyboard,Yes,39,16,SpaceX,Technology,$1B - $10B,West,Yes,No,Yes,No,hotels.com,162.243.108.161,13,No,No
Vickie Arnold,Yes,/tool/search,Yes,39,8,SpaceX,Technology,$1B - $10B,West,Yes,No,No,No,/quora,67.205.132.241,14,Yes,No
Holly Pena,No,/tool/storyboard,No,169,5,SpaceX,Technology,$1B - $10B,West,Yes,No,Yes,Yes,/google.com,174.138.54.49,11,No,No
Gregory Morrissey,Yes,/tool/storyboard,Yes,39,14,SpaceX,Technology,$1B - $10B,West,Yes,Yes,No,No,/tripadvisor.com,165.227.215.62,6,No,No
Cary Leusink,No,/tool/storyboard,No,39,5,SpaceX,Technology,$1B - $10B,West,Yes,Yes,Yes,No,/google.com,138.68.240.218,16,Yes,Yes
Brenda Kauffman,Yes,/tool/storyboard,Yes,39,15,SpaceX,Technology,$1B - $10B,West,Yes,No,Yes,Yes,/mail.google.com,162.243.108.129,9,No,No
Ana Boyles,No,/dashboard,No,39,2,SpaceX,Technology,$1B - $10B,West,No,No,Yes,Yes,hotels.com,45.55.9.218,6,No,Yes
Peter Henson,Yes,/tool/storyboard,Yes,39,9,SpaceX,Technology,$1B - $10B,West,No,Yes,No,No,/quora,162.243.108.161,8,No,Yes
Martha Carter,No,/tool/storyboard,No,169,3,SpaceX,Technology,$1B - $10B,West,No,Yes,No,Yes,/quora,162.243.107.120,11,No,Yes
Mamie Lodge,No,/tool/storyboard,No,169,4,SpaceX,Technology,$1B - $10B,West,Yes,Yes,No,Yes,hotels.com,72.35.40.34,12,No,No
George Palmer,Yes,/tool/storyboard,Yes,39,17,SpaceX,Technology,$1B - $10B,West,No,Yes,No,No,/quora,174.138.54.49,9,No,No
Geraldine Alley,Yes,/tool/storyboard,Yes,39,9,SpaceX,Technology,$1B - $10B,West,No,Yes,Yes,Yes,zoom.com,134.209.44.228,16,No,Yes
